s_no,financial_year,insurer,product_name,type_of_product,uin,date_of_approval,document_url,document_filename,local_file_path,r2_url,archive_status,scraped_at
GEN3401,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Car Secure - Loan Protect,Add on,IRDAN152RP0006V02201516/A0044V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0006V02201516A0044V01201920_GEN3401.pdf/c22ef11e-7d28-3182-a82c-9c0cda9de4de?version=1.1&t=1668337723683&download=true,IRDAN152RP0006V02201516A0044V01201920_GEN3401.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0006V02201516-A0044V01201920_Kotak-Car-Secure-Loan-Protect.pdf,Non-Archived,2025-12-01T02:56:41.910178
GEN3402,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Escalation Clause,Add on,IRDAN152RP0011V01201920/A0053V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0053V01201920_GEN3402.pdf/249afd76-15ca-87bb-e4dd-5590e1ddd8c5?version=1.1&t=1668337818930&download=true,IRDAN152RP0011V01201920A0053V01201920_GEN3402.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0053V01201920_Kotak-Shop-Secure-Section-I-Escalation-Clause.pdf,Non-Archived,2025-12-01T02:56:41.910291
GEN3403,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Floater Clause,Add on,IRDAN152RP0011V01201920/A0054V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0054V01201920_GEN3403.pdf/4ce25f59-7f67-8145-4d31-61a030910fdb?version=1.1&t=1668337920895&download=true,IRDAN152RP0011V01201920A0054V01201920_GEN3403.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0054V01201920_Kotak-Shop-Secure-Section-I-Floater-Clause.pdf,Non-Archived,2025-12-01T02:56:41.910422
GEN3404,2019-2020,Kotak Mahindra General Insurance Company Limited,"Kotak Shop Secure - Section I - Architects, Surveyors And Consulting Engineers Fees",Add on,IRDAN152RP0011V01201920/A0055V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0055V01201920_GEN3404.pdf/22e23704-004b-ffa6-3220-27d65a8d63b7?version=1.1&t=1668338007963&download=true,IRDAN152RP0011V01201920A0055V01201920_GEN3404.pdf,,"https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0055V01201920_Kotak-Shop-Secure-Section-I-Architects,-Surveyors-And-Consulting-Engineers-Fees.pdf",Non-Archived,2025-12-01T02:56:41.910539
GEN3405,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Removal Of Debris (In Excess Of 1% Of The Claim Amount),Add on,IRDAN152RP0011V01201920/A0056V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0056V01201920_GEN3405.pdf/50840d01-230d-72d8-e6c2-162d218ffd4d?version=1.1&t=1668338168180&download=true,IRDAN152RP0011V01201920A0056V01201920_GEN3405.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0056V01201920_Kotak-Shop-Secure-Section-I-Removal-Of-Debris-(In-Excess-Of-1%-Of-The-Claim-Amount).pdf,Non-Archived,2025-12-01T02:56:41.910655
GEN3406,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Forest fire,Add on,IRDAN152RP0011V01201920/A0057V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0057V01201920_GEN3406.pdf/5c57f549-1a55-6d96-51b9-026eb5f84ab2?version=1.1&t=1668338248797&download=true,IRDAN152RP0011V01201920A0057V01201920_GEN3406.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0057V01201920_Kotak-Shop-Secure-Section-I-Forest-fire.pdf,Non-Archived,2025-12-01T02:56:41.910768
GEN3407,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Spontaneous combustion,Add on,IRDAN152RP0011V01201920/A0058V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0058V01201920_GEN3407.pdf/661b874e-8068-51e6-a52a-1dc59d09d32b?version=1.1&t=1668338913242&download=true,IRDAN152RP0011V01201920A0058V01201920_GEN3407.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0058V01201920_Kotak-Shop-Secure-Section-I-Spontaneous-combustion.pdf,Non-Archived,2025-12-01T02:56:41.910880
GEN3408,2019-2020,Kotak Mahindra General Insurance Company Limited,"Kotak Shop Secure - Section I - Omission to insure additions, alterations or extensions",Add on,IRDAN152RP0011V01201920/A0059V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0059V01201920_GEN3408.pdf/51342f35-e257-4dae-daec-4c23cf06dc5c?version=1.1&t=1668339008647&download=true,IRDAN152RP0011V01201920A0059V01201920_GEN3408.pdf,,"https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0059V01201920_Kotak-Shop-Secure-Section-I-Omission-to-insure-additions,-alterations-or-extensions.pdf",Non-Archived,2025-12-01T02:56:44.763819
GEN3409,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Earthquake (fire and shock),Add on,IRDAN152RP0011V01201920/A0060V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0060V01201920_GEN3409.pdf/7b220d50-4c04-6145-b95e-f0dcd69a961c?version=1.1&t=1668339270945&download=true,IRDAN152RP0011V01201920A0060V01201920_GEN3409.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0060V01201920_Kotak-Shop-Secure-Section-I-Earthquake-(fire-and-shock).pdf,Non-Archived,2025-12-01T02:56:44.763959
GEN3410,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Spoilage material damage cover,Add on,IRDAN152RP0011V01201920/A0061V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0061V01201920_GEN3410.pdf/8b83280a-6182-1a76-464d-817c9de91b44?version=1.1&t=1668339346298&download=true,IRDAN152RP0011V01201920A0061V01201920_GEN3410.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0061V01201920_Kotak-Shop-Secure-Section-I-Spoilage-material-damage-cover.pdf,Non-Archived,2025-12-01T02:56:44.764082
GEN3411,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Leakage cover,Add on,IRDAN152RP0011V01201920/A0062V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0062V01201920_GEN3411.pdf/7ee1ff9e-b202-af92-e583-ec56ac3fc5c8?version=1.1&t=1668339424072&download=true,IRDAN152RP0011V01201920A0062V01201920_GEN3411.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0062V01201920_Kotak-Shop-Secure-Section-I-Leakage-cover.pdf,Non-Archived,2025-12-01T02:56:44.764203
GEN3412,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Temporary removal of stocks clause,Add on,IRDAN152RP0011V01201920/A0063V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0063V01201920_GEN3412.pdf/6273cab4-b93c-668a-1bb3-cbb3bc70a7f9?version=1.1&t=1668339548951&download=true,IRDAN152RP0011V01201920A0063V01201920_GEN3412.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0063V01201920_Kotak-Shop-Secure-Section-I-Temporary-removal-of-stocks-clause.pdf,Non-Archived,2025-12-01T02:56:44.764336
GEN3413,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Loss of rent clause,Add on,IRDAN152RP0011V01201920/A0064V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0064V01201920_GEN3413.pdf/cb054a30-e6a0-34ae-21e9-f8bc79f3add0?version=1.1&t=1668339623390&download=true,IRDAN152RP0011V01201920A0064V01201920_GEN3413.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0064V01201920_Kotak-Shop-Secure-Section-I-Loss-of-rent-clause.pdf,Non-Archived,2025-12-01T02:56:44.764458
GEN3414,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Additional expenses of rent for an alternative accommodation,Add on,IRDAN152RP0011V01201920/A0065V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0065V01201920_GEN3414.pdf/b94cdd22-d996-510e-0bc0-7596ebce55b3?version=1.1&t=1668339702134&download=true,IRDAN152RP0011V01201920A0065V01201920_GEN3414.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0065V01201920_Kotak-Shop-Secure-Section-I-Additional-expenses-of-rent-for-an-alternative-accommodation.pdf,Non-Archived,2025-12-01T02:56:44.764575
GEN3415,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Start up expenses,Add on,IRDAN152RP0011V01201920/A0066V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0066V01201920_GEN3415.pdf/b0434557-0a8b-13ef-4b99-8a40389a0727?version=1.1&t=1668339777221&download=true,IRDAN152RP0011V01201920A0066V01201920_GEN3415.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0066V01201920_Kotak-Shop-Secure-Section-I-Start-up-expenses.pdf,Non-Archived,2025-12-01T02:56:44.764696
GEN3416,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Terrorism damage inclusion endorsement,Add on,IRDAN152RP0011V01201920/A0067V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0067V01201920_GEN3416.pdf/5b4a9a77-6384-0d16-3340-4e545ebfdd67?version=1.1&t=1668339849797&download=true,IRDAN152RP0011V01201920A0067V01201920_GEN3416.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0067V01201920_Kotak-Shop-Secure-Section-I-Terrorism-damage-inclusion-endorsement.pdf,Non-Archived,2025-12-01T02:56:44.764810
GEN3417,2019-2020,Kotak Mahindra General Insurance Company Limited,KotakShopSecure-SectionI-Deteriorationofstocksincoldstorage premises due to accidental power failure,Add on,IRDAN152RP0011V01201920/A0068V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0068V01201920_GEN3417.pdf/f83c39de-ac09-7869-df63-a4ada0ee829a?version=1.1&t=1668339929397&download=true,IRDAN152RP0011V01201920A0068V01201920_GEN3417.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0068V01201920_KotakShopSecure-SectionI-Deteriorationofstocksincoldstorage-premises-due-to-accidental-power-failure.pdf,Non-Archived,2025-12-01T02:56:44.764924
GEN3418,2019-2020,Kotak Mahindra General Insurance Company Limited,KotakShopSecure-SectionI-Deteriorationofstocks in cold storage premises due to change in temperature,Add on,IRDAN152RP0011V01201920/A0069V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0069V01201920_GEN3418.pdf/dd5340c1-6abe-0c32-c623-5db478a4fcb3?version=1.1&t=1668340016560&download=true,IRDAN152RP0011V01201920A0069V01201920_GEN3418.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0069V01201920_KotakShopSecure-SectionI-Deteriorationofstocks-in-cold-storage-premises-due-to-change-in-temperature.pdf,Non-Archived,2025-12-01T02:56:44.765038
GEN3419,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section I - Impact damage due to insured’s own rail/road vehicles,Add on,IRDAN152RP0011V01201920/A0070V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0070V01201920_GEN3419.pdf/055f2821-58b3-e2fb-e6dd-7b2eb2612a70?version=1.1&t=1668340093887&download=true,IRDAN152RP0011V01201920A0070V01201920_GEN3419.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0070V01201920_Kotak-Shop-Secure-Section-I-Impact-damage-due-to-insured’s-own-rail-road-vehicles.pdf,Non-Archived,2025-12-01T02:56:44.765158
GEN3420,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section II - Claims preparation cost,Add on,IRDAN152RP0011V01201920/A0072V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0072V01201920_GEN3420.pdf/0940c465-22af-22a2-8f48-37f0577b3551?version=1.1&t=1668340229652&download=true,IRDAN152RP0011V01201920A0072V01201920_GEN3420.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0072V01201920_Kotak-Shop-Secure-Section-II-Claims-preparation-cost.pdf,Non-Archived,2025-12-01T02:56:44.765274
GEN3421,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section II - Ingress/egress,Add on,IRDAN152RP0011V01201920/A0073V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0073V01201920_GEN3421.pdf/ddaa8765-4fc4-1a7f-c4ac-15f6d3a90232?version=1.1&t=1668340385344&download=true,IRDAN152RP0011V01201920A0073V01201920_GEN3421.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0073V01201920_Kotak-Shop-Secure-Section-II-Ingress-egress.pdf,Non-Archived,2025-12-01T02:56:44.765408
GEN3422,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section II - Earthquake (fire and shock),Add on,IRDAN152RP0011V01201920/A0074V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0074V01201920_GEN3422.pdf/73fc66b4-777b-94ae-5df1-f4a6d1e1fea6?version=1.1&t=1668340531245&download=true,IRDAN152RP0011V01201920A0074V01201920_GEN3422.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0074V01201920_Kotak-Shop-Secure-Section-II-Earthquake-(fire-and-shock).pdf,Non-Archived,2025-12-01T02:56:44.765525
GEN3423,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section II - Terrorism Damage Cover Endorsement,Add on,IRDAN152RP0011V01201920/A0075V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0075V01201920_GEN3423.pdf/6937c644-b7ef-51c8-f932-e2b5171006f4?version=1.1&t=1668340691662&download=true,IRDAN152RP0011V01201920A0075V01201920_GEN3423.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0075V01201920_Kotak-Shop-Secure-Section-II-Terrorism-Damage-Cover-Endorsement.pdf,Non-Archived,2025-12-01T02:56:44.765638
GEN3424,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section III - Theft cover,Add on,IRDAN152RP0011V01201920/A0076V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0076V01201920_GEN3424.pdf/46fdc8bb-3c57-1272-8724-0e775183154c?version=1.1&t=1668340810956&download=true,IRDAN152RP0011V01201920A0076V01201920_GEN3424.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0076V01201920_Kotak-Shop-Secure-Section-III-Theft-cover.pdf,Non-Archived,2025-12-01T02:56:44.765750
GEN3425,2019-2020,Kotak Mahindra General Insurance Company Limited,"Kotak Shop Secure - Section III - Riot, strike and malicious damage",Add on,IRDAN152RP0011V01201920/A0077V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0077V01201920_GEN3425.pdf/ad3816be-169a-9f25-b6d6-06d8e56f6321?version=1.1&t=1668341015087&download=true,IRDAN152RP0011V01201920A0077V01201920_GEN3425.pdf,,"https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0077V01201920_Kotak-Shop-Secure-Section-III-Riot,-strike-and-malicious-damage.pdf",Non-Archived,2025-12-01T02:56:44.765862
GEN3426,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section III - First loss basis clause,Add on,IRDAN152RP0011V01201920/A0078V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0078V01201920_GEN3426.pdf/a6a8c32d-6a16-cf1c-34ad-5dc89a6f03af?version=1.1&t=1668400923290&download=true,IRDAN152RP0011V01201920A0078V01201920_GEN3426.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0078V01201920_Kotak-Shop-Secure-Section-III-First-loss-basis-clause.pdf,Non-Archived,2025-12-01T02:56:44.765975
GEN3427,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section IV - Terrorism damage inclusion endorsement,Add on,IRDAN152RP0011V01201920/A0079V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0079V01201920_GEN3427.pdf/05accb52-a240-4663-05d0-a6b3ed6a011b?version=1.1&t=1668401010013&download=true,IRDAN152RP0011V01201920A0079V01201920_GEN3427.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0079V01201920_Kotak-Shop-Secure-Section-IV-Terrorism-damage-inclusion-endorsement.pdf,Non-Archived,2025-12-01T02:56:44.766089
GEN3428,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section VI - Geographical scope - worldwide,Add on,IRDAN152RP0011V01201920/A0080V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0080V01201920_GEN3428.pdf/3f01f215-b827-ea29-1e6e-be6f0711fd68?version=1.1&t=1668401120838&download=true,IRDAN152RP0011V01201920A0080V01201920_GEN3428.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0080V01201920_Kotak-Shop-Secure-Section-VI-Geographical-scope-worldwide.pdf,Non-Archived,2025-12-01T02:56:44.766202
GEN3429,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section VI - Mechanical or electrical breakdown,Add on,IRDAN152RP0011V01201920/A0081V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0081V01201920_GEN3429.pdf/ef323bff-5c2a-58d5-e8d5-d4b8c0901781?version=1.1&t=1668401241481&download=true,IRDAN152RP0011V01201920A0081V01201920_GEN3429.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0081V01201920_Kotak-Shop-Secure-Section-VI-Mechanical-or-electrical-breakdown.pdf,Non-Archived,2025-12-01T02:56:44.766331
GEN3430,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section VII - Assault risk,Add on,IRDAN152RP0011V01201920/A0082V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0082V01201920_GEN3430.pdf/c981de23-81eb-1797-bb3d-96e527d59776?version=1.1&t=1668401333310&download=true,IRDAN152RP0011V01201920A0082V01201920_GEN3430.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0082V01201920_Kotak-Shop-Secure-Section-VII-Assault-risk.pdf,Non-Archived,2025-12-01T02:56:44.766450
GEN3431,2019-2020,Kotak Mahindra General Insurance Company Limited,Kotak Shop Secure - Section VII - Extension to cover off roll/ contractor’s employees,Add on,IRDAN152RP0011V01201920/A0083V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0083V01201920_GEN3431.pdf/95f72149-1313-fe85-e96a-a62ef23ce9e8?version=1.1&t=1668401422885&download=true,IRDAN152RP0011V01201920A0083V01201920_GEN3431.pdf,,https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0083V01201920_Kotak-Shop-Secure-Section-VII-Extension-to-cover-off-roll-contractor’s-employees.pdf,Non-Archived,2025-12-01T02:56:44.766568
GEN3432,2019-2020,Kotak Mahindra General Insurance Company Limited,"Kotak Shop Secure - Section VII - Strike, riot and civil commotion",Add on,IRDAN152RP0011V01201920/A0084V01201920,16-02-2020,https://irdai.gov.in/documents/37343/993134/IRDAN152RP0011V01201920A0084V01201920_GEN3432.pdf/cac612d2-930c-6aff-b89e-becbcf798cb5?version=1.1&t=1668401513465&download=true,IRDAN152RP0011V01201920A0084V01201920_GEN3432.pdf,,"https://insurance-data.r2.dev/nonlife/2019-2020/Kotak-Mahindra-General-Insurance-Company-Limited/IRDAN152RP0011V01201920-A0084V01201920_Kotak-Shop-Secure-Section-VII-Strike,-riot-and-civil-commotion.pdf",Non-Archived,2025-12-01T02:56:44.766685
